firm name,website,ticker,hq country,hq state,hq city,permno,score,pbid,firm name from pitchbook,website from pitchbook,company profile,investor profile,limited partner profile,service provider profile,unnamed: 14
ALLEGIANT TRAVEL CO,allegiantair.com,ALGT,USA,NV,Las Vegas,91659,Very High,11526-04,Allegiant Travel,www.Allegiant.com,Yes,Yes,No,No,true
ALLEGION PLC,allegion.com,ALLE,IRL,,Dublin,14297,Very High,60724-09,Allegion,www.allegion.com,Yes,Yes,No,No,true
ALLEGRO MICROSYSTEMS INC,allegromicro.com,ALGM,USA,NH,Manchester,19938,Very High,183353-86,Allegro Microsystems,www.allegromicro.com,Yes,Yes,No,No,true
ALLENA PHARMACEUTICALS,allenapharma.com,ALNA,USA,MA,Newton,17042,Very High,53383-06,Allena Pharmaceuticals,www.allenapharma.com,Yes,No,No,No,true
ALLERGAN PLC,allergan.com,AGN,IRL,,Dublin,78916,Very High,11404-27,Aegon,www.aegon.com,Yes,Yes,Yes,No,true
ALLETE INC,allete.com,ALE,USA,MN,Duluth,24248,Very High,41346-91,Allete,www.allete.com,Yes,Yes,No,No,true
ALLIANT ENERGY CORP,alliantenergy.com,LNT,USA,WI,Madison,58819,Very High,41274-55,Alliant Energy,www.alliantenergy.com,Yes,Yes,No,Yes,true
ALLIED MOTION TECHNOLOGIES,alliedmotion.com,AMOT,USA,NY,Amherst,41188,Very High,41203-81,Allied Motion,www.alliedmotion.com,Yes,Yes,No,No,true
ALLIED WORLD ASSURANCE CO AG,awac.com,AWH,BMU,,Pembroke,91393,Very High,11757-43,Allied World,awac.com,Yes,Yes,Yes,No,true
ALLISON TRANSMISSION HLDGS,allisontransmission.com,ALSN,USA,IN,Indianapolis,13284,Very High,10361-53,Allison Transmission,www.allisontransmission.com,Yes,Yes,No,No,true
ALLOGENE THERAPEUTICS,allogene.com,ALLO,USA,CA,South San Francisco,18137,Very High,227304-64,Allogene Therapeutics,www.allogene.com,Yes,Yes,No,No,true
ALLOVIR INC,allovir.com,ALVR,USA,MA,Waltham,19540,Very High,154802-35,AlloVir,www.allovir.com,Yes,No,No,No,true
ALLSTATE CORP,allstate.com,ALL,USA,IL,Northbrook,79323,Very High,11545-12,Allstate,www.allstate.com,Yes,Yes,No,Yes,true
ALLY FINANCIAL INC,ally.com,ALLY,USA,MI,Detroit,14558,Very High,10791-28,Ally Financial,www.ally.com,Yes,Yes,Yes,Yes,true
ALMOST FAMILY INC,almostfamily.com,AFAM,USA,KY,Louisville,75526,Very High,41145-31,Almost Family,www.almostfamily.com,Yes,Yes,No,No,true
ALNYLAM PHARMACEUTICALS INC,alnylam.com,ALNY,USA,MA,Cambridge,90178,Very High,42020-38,Alnylam Pharmaceuticals,www.alnylam.com,Yes,Yes,No,No,true
ALON USA ENERGY INC,,ALJ,USA,TX,Dallas,90779,Very High,42051-25,Alon USA Energy,www.alonusa.com,Yes,Yes,No,Yes,false
ALPHA AND OMEGA SEMICONDUCTO,aosmd.com,AOSL,USA,CA,Sunnyvale,93340,Very High,42858-82,Alpha & Omega Semiconductor,www.aosmd.com,Yes,Yes,No,No,true
ALPHA METALLURGICAL RESOURCE,alphametresources.com,CTRA,USA,TN,Bristol,18224,Very High,162359-02,Alpha Metallurgical Resources,www.alphametresources.com,Yes,Yes,No,No,true
ALPHA PRO TECH LTD,alphaprotech.com,APT,CAN,ON,Markham,87832,Very High,41309-65,Alpha Pro Tech,www.alphaprotech.com,Yes,Yes,No,No,true
ALPHABET INC,abc.xyz,GOOGL,USA,CA,Mountain View,90319,Very High,10453-33,Alphabet,www.abc.xyz,Yes,Yes,Yes,No,true
ALPHATEC HOLDINGS INC,atecspine.com,ATEC,USA,CA,Carlsbad,91348,Very High,10598-59,Atec Spine,www.atecspine.com,Yes,Yes,No,No,true
ALTA EQUIPMENT GROUP INC,altaequipment.com,ALTG,USA,MI,Livonia,18514,Very High,64414-54,Alta Equipment Group,www.altaequipment.com,Yes,Yes,No,No,true
ALTA MESA RESOURCES INC,altamesa.net,AMR,USA,TX,Houston,16677,Very High,40677-22,Alta Mesa Resources,www.altamesa.net,Yes,Yes,No,No,true
ALTABA INC,altaba.com,YHOO,USA,NY,Commack,83435,Very High,186098-68,Altaba,www.altaba.com,Yes,Yes,No,No,true
ALTABANCORP,,PUB,USA,UT,American Fork,15435,,,,,,,,,
DAVITA INC,davita.com,DVA,USA,CO,Denver,82307,Very High,13342-15,DaVita,www.davita.com,Yes,Yes,No,No,true
ALTAIR ENGINEERING INC,altair.com,ALTR,USA,MI,Troy,17034,Very High,13372-30,Altair Engineering,www.altair.com,Yes,Yes,No,No,true
ALTERYX INC,alteryx.com,AYX,USA,CA,Irvine,16597,Very High,51752-53,Alteryx,www.alteryx.com,Yes,Yes,No,No,true
ALTICE USA INC,alticeusa.com,ATUS,USA,NY,Long Island City,16753,Very High,10825-57,Altice USA,www.alticeusa.com,Yes,Yes,No,No,true
ALTIMMUNE INC,altimmune.com,ALT,USA,MD,Annapolis,90926,,,,,,,,,
ALTISOURCE PORTFOLIO SOLTNS,altisource.com,ASPS,LUX,,Luxembourg City,92981,Very High,56193-67,Altisource Portfolio Solutions,www.altisource.com,Yes,Yes,No,No,true
ALTO INGREDIENTS INC,altoingredients.com,ALTO,USA,IL,Pekin,86165,Very High,41939-29,Alto Ingredients,www.altoingredients.com,Yes,Yes,No,No,true
ALTRA INDUSTRIAL MOTION CORP,altramotion.com,AIMC,USA,MA,Braintree,91658,Very High,10175-32,Altra Industrial Motion,www.altramotion.com,Yes,Yes,No,No,true
ALTRIA GROUP INC,altria.com,MO,USA,VA,Richmond,13901,Very High,11271-43,Altria Group,www.altria.com,Yes,Yes,No,Yes,true
ALTUS POWER INC,altuspower.com,AMPS,USA,CT,Stamford,20522,Very High,106900-12,Altus Power,www.altuspower.com,Yes,Yes,No,No,true
ALX ONCOLOGY HOLDI INC,alxoncology.com,ALXO,USA,CA,South San Francisco,19542,Very High,114292-54,ALX Oncology,www.alxoncology.com,Yes,Yes,No,No,true
AMAG PHARMACEUTICALS INC,amagpharma.com,AMAG,USA,MA,Waltham,10363,Very High,41223-43,AMAG Pharmaceuticals,www.amagpharma.com,Yes,Yes,No,No,true
AMALGAMATED FINANCIAL CORP,amalgamatedbank.com,AMAL,USA,NY,New York,18043,Very High,42140-17,Amalgamated Bank,www.amalgamatedbank.com,Yes,Yes,Yes,Yes,true
AMAZON.COM INC,amazon.com,AMZN,USA,WA,Seattle,84788,Very High,11919-79,Amazon.com,www.amazon.com,Yes,Yes,Yes,Yes,true
AMBAC FINANCIAL GROUP INC,ambac.com,AMBC,USA,NY,New York,13919,Very High,11829-07,Ambac Financial Group,www.ambac.com,Yes,Yes,Yes,No,true
AMBARELLA INC,ambarella.com,AMBA,USA,CA,Santa Clara,13634,Very High,40709-44,Ambarella,www.ambarella.com,Yes,Yes,No,No,true
AMBER ROAD INC,amberroad.com,AMBR,USA,NJ,East Rutherford,14499,Very High,42731-29,Amber Road,www.amberroad.com,Yes,Yes,No,No,true
AMC ENTERTAINMENT HOLDINGS,amctheatres.com,AMC,USA,KS,Leawood,14328,Very High,10086-31,American Muti-Cinema,www.amctheatres.com,Yes,Yes,No,Yes,true
AMC NETWORKS INC,amcnetworks.com,AMCX,USA,NY,New York,12880,Very High,52685-29,AMC Networks,www.amcnetworks.com,Yes,Yes,No,Yes,true
AMCOR PLC,amcor.com,AMCR,CHE,,Zurich,18724,Very High,47651-77,Amcor,www.amcor.com,Yes,Yes,No,No,true
AMDOCS,amdocs.com,DOX,USA,MO,Saint Louis,86144,Very High,41966-29,Amdocs,www.amdocs.com,Yes,Yes,No,No,true
AMEDISYS INC,amedisys.com,AMED,USA,LA,Baton Rouge,80795,Very High,25171-93,Amedisys,www.amedisys.com,Yes,Yes,Yes,No,true
AMEREN CORP,ameren.com,AEE,USA,MO,Saint Louis,24985,Very High,41108-05,Ameren,www.ameren.com,Yes,Yes,Yes,No,true
AMERESCO INC,ameresco.com,AMRC,USA,MA,Framingham,10158,Very High,48173-32,Ameresco,www.ameresco.com,Yes,Yes,No,No,true
AMERICA'S CAR-MART INC,car-mart.com,CRMT,USA,AR,Rogers,11174,Very High,41296-87,Americas Carmart,www.car-mart.com,Yes,Yes,No,No,true
AMERICAN AIRLINES GROUP INC,aa.com,AAL,USA,TX,Fort Worth,21020,Very High,41358-97,American Airlines,www.americanairlines.in,Yes,Yes,No,No,true
AMERICAN ASSETS TRUST INC,americanassetstrust.com,AAT,USA,CA,San Diego,12513,Very High,51289-93,American Assets Trust,www.americanassetstrust.com,Yes,Yes,No,No,true
AMERICAN AXLE & MFG HOLDINGS,aam.com,AXL,USA,MI,Detroit,86547,Very High,13168-18,American Axle & Manufacturing,www.aam.com,Yes,Yes,No,No,true
AMERICAN CAMPUS COMMUNITIES,americancampus.com,ACC,USA,TX,Austin,90300,Very High,41578-75,American Campus Communities,americancampus.com,Yes,Yes,No,No,true
AMERICAN ELECTRIC POWER CO,aep.com,AEP,USA,OH,Columbus,24109,Very High,10132-57,American Electric Power Company,www.aep.com,Yes,Yes,Yes,No,true
AMERICAN EQTY INVT LIFE HLDG,american-equity.com,AEL,USA,IA,West Des Moines,89946,Very High,41403-34,American Equity Investment Life Holding,www.american-equity.com,Yes,Yes,No,Yes,true
AMERICAN EXPRESS CO,americanexpress.com,AXP,USA,NY,New York,59176,Very High,10826-20,American Express,www.americanexpress.com,Yes,Yes,Yes,Yes,true
AMERICAN FINANCIAL GROUP INC,afginc.com,AFG,USA,OH,Cincinnati,60687,Very High,10387-09,American Financial Group,afginc.com,Yes,Yes,Yes,Yes,true
AMERICAN HOMES 4 RENT,americanhomes4rent.com,AMH,USA,CA,Calabasas,14061,High,59399-47,American Homes 4 Rent,www.amh.com,Yes,Yes,No,No,true
AMERICAN INTERNATIONAL GROUP,aig.com,AIG,USA,NY,New York,66800,Very High,10187-83,American International Group,www.aig.com,Yes,Yes,Yes,Yes,true
AMERICAN NATIONAL GROUP INC,americannational.com,ANAT,USA,TX,Galveston,13507,Very High,42332-41,American National Group,www.americannational.com,Yes,Yes,Yes,No,true
AMERICAN NATL BANKSHARES,amnb.com,AMNB,USA,VA,Danville,86814,Very High,41162-05,American National Bankshares,www.amnb.com,Yes,Yes,No,Yes,true
AMERICAN OUTDOOR BRANDS,aob.com,AOUT,USA,MO,Columbia,19579,Very High,183305-98,American Outdoor Brands,www.aob.com,Yes,Yes,No,No,true
AMERICAN PUBLIC EDUCATION,apei.com,APEI,USA,WV,Charles Town,92428,Very High,10763-92,American Public Education,www.apei.com,Yes,Yes,No,Yes,true
AMERICAN RAILCAR INDS INC,americanrailcar.com,ARII,USA,MO,St. Charles,91075,Very High,42062-23,American Railcar Industries,www.americanrailcar.com,Yes,Yes,No,No,true
AMERICAN REALTY INVESTORS,americanrealtyinvest.com,ARL,USA,TX,Dallas,49322,Very High,41981-68,American Realty Investors,www.americanrealtyinvest.com,Yes,Yes,No,No,true
AMERICAN RENAL ASSOCS HLDGS,americanrenal.com,ARA,USA,MA,Beverly,16024,Very High,10092-70,American Renal Associates,www.americanrenal.com,Yes,Yes,No,No,true
AMERICAN SOFTWARE  -CL A,amsoftware.com,AMSWA,USA,GA,Atlanta,13777,Very High,41190-94,American Software,www.amsoftware.com,Yes,Yes,No,No,true
AMERICAN STATES WATER CO,aswater.com,AWR,USA,CA,San Dimas,71475,Very High,41215-69,American States Water,www.aswater.com,Yes,Yes,No,No,true
AMERICAN SUPERCONDUCTOR CP,amsc.com,AMSC,USA,MA,Ayer,77175,Very High,13156-48,American Superconductor,www.amsc.com,Yes,Yes,No,No,true
AMERICAN TOWER CORP,americantower.com,AMT,USA,MA,Boston,86111,Very High,11395-36,American Tower,www.americantower.com,Yes,Yes,No,Yes,true
AMERICAN VANGUARD CORP,american-vanguard.com,AVD,USA,CA,Newport Beach,11144,Very High,41163-22,American Vanguard,www.american-vanguard.com,Yes,Yes,No,No,true
AMERICAN WATER WORKS CO INC,amwater.com,AWK,USA,NJ,Camden,92614,Very High,42099-67,American Water,www.amwater.com,Yes,Yes,No,No,true
AMERICAN WELL CORP,amwell.com,AMWL,USA,MA,Boston,19657,Very High,57380-68,Amwell,business.amwell.com,Yes,Yes,No,No,true
AMERICAN WOODMARK CORP,americanwoodmark.com,AMWD,USA,VA,Winchester,10501,Very High,41222-35,American Woodmark,www.americanwoodmark.com,Yes,Yes,No,No,true
AMERIPRISE FINANCIAL INC,ameriprise.com,AMP,USA,MN,Minneapolis,90880,Very High,41356-27,Ameriprise Financial,www.ameriprise.com,Yes,Yes,No,Yes,true
AMERIS BANCORP,amerisbank.com,ABCB,USA,GA,Atlanta,80498,Very High,65970-55,Ameris Bank,www.amerisbank.com,Yes,Yes,No,Yes,true
AMERISAFE INC,amerisafe.com,AMSF,USA,LA,Deridder,90963,Very High,41376-70,Amerisafe,,Yes,No,No,No,true
AMERISOURCEBERGEN CORP,amerisourcebergen.com,ABC,USA,PA,Conshohocken,81540,Very High,10260-73,AmerisourceBergen,www.amerisourcebergen.com,Yes,Yes,No,Yes,true
AMERN EAGLE OUTFITTERS INC,aeo-inc.com,AEO,USA,PA,Pittsburgh,80432,Very High,41067-64,American Eagle Outfitters,,Yes,Yes,No,No,true
AMES NATIONAL CORP,amesnational.com,ATLO,USA,IA,Ames,90470,Very High,41482-72,Ames National,www.amesnational.com,Yes,Yes,No,No,true
AMETEK INC,ametek.com,AME,USA,PA,Berwyn,85257,Very High,25304-50,AMETEK,www.ametek.com,Yes,Yes,No,No,true
AMGEN INC,amgen.com,AMGN,USA,CA,Thousand Oaks,14008,Very High,11108-71,Amgen,www.amgen.com,Yes,Yes,Yes,No,true
AMICUS THERAPEUTICS INC,amicusrx.com,FOLD,USA,PA,Philadelphia,92040,Very High,42020-56,Amicus Therapeutics,www.amicusrx.com,Yes,Yes,No,No,true
AMKOR TECHNOLOGY INC,amkor.com,AMKR,USA,AZ,Tempe,86047,Very High,12241-18,Amkor Technology,www.amkor.com,Yes,Yes,No,No,true
AMMO INC,ammoinc.com,POWW,USA,AZ,Scottsdale,85399,Very High,169530-31,AMMO,www.ammoinc.com,Yes,Yes,No,No,true
AMN HEALTHCARE SERVICES INC,amnhealthcare.com,AMN,USA,TX,Dallas,89215,Very High,12047-68,AMN Healthcare Services,www.amnhealthcare.com,Yes,Yes,No,No,true
AMNEAL PHARMACEUTICALS INC,amneal.com,AMRX,USA,CA,Hayward,82702,Very High,61159-15,Amneal Pharmaceuticals,www.amneal.com,Yes,Yes,No,No,true
AMPCO-PITTSBURGH CORP,ampcopgh.com,AP,USA,PA,Carnegie,18075,Very High,41304-97,Ampco Pittsburgh,www.ampcopgh.com,Yes,Yes,No,No,true
AMPHASTAR PHARMACEUTICLS INC,amphastar.com,AMPH,USA,CA,Rancho Cucamonga,14688,Very High,50997-70,Amphastar Pharmaceuticals,www.amphastar.com,Yes,Yes,No,No,true
AMPHENOL CORP,amphenol.com,APH,USA,CT,Wallingford,84769,Very High,41202-82,Amphenol,www.amphenol.com,Yes,Yes,No,No,true
AMPIO PHARMACEUTICALS INC,ampiopharma.com,AMPE,USA,CO,Englewood,12789,Very High,42319-63,Ampio Pharmaceuticals,www.ampiopharma.com,Yes,Yes,No,No,true
AMPLIFY ENERGY CORP,amplifyenergy.com,AMPY,USA,TX,Houston,16442,Very High,267405-76,Amplify Energy,www.amplifyenergy.com,Yes,Yes,No,No,true
AMPLIFY SNACK BRANDS,amplifysnackbrands.com,BETR,USA,TX,Austin,15599,Very High,66128-50,Amplify Snack Brands,www.amplifysnackbrands.com,Yes,Yes,No,No,true
AMPLITUDE INC,amplitude.com,AMPL,USA,CA,San Francisco,21904,Very High,61591-87,Amplitude,www.amplitude.com,Yes,Yes,No,No,true
AMTRUST FINANCIAL SERVICES,amtrustfinancial.com,AFSI,USA,NY,New York,91603,Very High,266967-37,AmTrust Financial Services (Global surety and credit reinsurance operations),,Yes,No,No,No,true
AMYLYX PHARMACEUTICALS INC,amylyx.com,AMLX,USA,MA,Cambridge,22626,Very High,131248-81,Amylyx,www.amylyx.com,Yes,No,No,No,true
AMYRIS INC,amyris.com,AMRS,USA,CA,EmeryVille,12307,Very High,42168-79,Amyris,www.amyris.com,Yes,Yes,No,No,true
ANADARKO PETROLEUM CORP,anadarko.com,APC,USA,TX,The Woodlands,70332,Very High,11839-51,Anadarko Petroleum,www.anadarko.com,Yes,Yes,No,No,true
ANALOG DEVICES INC,analog.com,ADI,USA,MA,Wilmington,60871,Very High,41339-53,Analog Devices,www.analog.com,Yes,Yes,No,No,true
ANALOGIC CORP,analogic.com,ALOG,USA,MA,Peabody,14198,Very High,41267-71,Analogic,www.analogic.com,Yes,Yes,No,No,true
ANAPTYSBIO INC,anaptysbio.com,ANAB,USA,CA,San Diego,16562,Very High,42161-68,AnaptysBio,www.anaptysbio.com,Yes,Yes,No,No,true
ANAVEX LIFE SCIENCES CORP,anavex.com,AVXL,USA,NY,New York,15776,Very High,41589-91,Anavex Life Sciences,www.anavex.com,Yes,No,No,No,true
ANDEAVOR,andeavor.com,ANDV,USA,TX,San Antonio,37284,Very High,40714-84,Andeavor,www.andeavor.com,Yes,Yes,No,No,true
ANDERSONS INC,andersonsinc.com,ANDE,USA,OH,Maumee,83112,Very High,41956-84,Andersons,www.andersonsinc.com,Yes,Yes,No,No,true
ANGIE'S LIST INC,angieslist.com,ANGI,USA,IN,Indianapolis,13106,Very High,11767-69,Angie's List,www.angieslist.com,Yes,Yes,No,No,true
ANGIODYNAMICS INC,angiodynamics.com,ANGO,USA,NY,Latham,90179,Very High,41573-71,Angiodynamics,www.angiodynamics.com,Yes,Yes,No,No,true
ANI PHARMACEUTICALS INC,anipharmaceuticals.com,ANIP,USA,MN,Baudette,89875,Very High,41430-97,ANI Pharmaceuticals,www.anipharmaceuticals.com,Yes,Yes,No,No,true
ANIKA THERAPEUTICS INC,anikatherapeutics.com,ANIK,USA,MA,Bedford,79150,Very High,41031-64,Anika Therapeutics,www.anika.com,Yes,Yes,No,No,true
ANIXTER INTL INC,anixter.com,AXE,USA,IL,Glenview,46077,Very High,41191-30,Anixter,www.anixter.com,Yes,Yes,No,No,true
ANNALY CAPITAL MANAGEMENT,annaly.com,NLY,USA,NY,New York,85414,Very High,41272-12,Annaly Capital Management,www.annaly.com,Yes,Yes,No,Yes,true
ANNEXON INC,annexonbio.com,ANNX,USA,CA,Brisbane,19544,Very High,100468-45,Annexon Biosciences,www.annexonbio.com,Yes,No,No,No,true
ANSYS INC,ansys.com,ANSS,USA,PA,Canonsburg,83621,Very High,11728-09,Ansys,www.ansys.com,Yes,Yes,No,No,true
ANTARES PHARMA INC,antarespharma.com,ATRS,USA,NJ,Ewing,88905,Very High,41941-72,Antares Pharma,www.antarespharma.com,Yes,Yes,No,No,true
ANTERIX INC,anterix.com,PDVW,USA,NJ,Woodland Park,15226,Very High,56462-50,Anterix,www.anterix.com,Yes,Yes,No,No,true
ANTERO MIDSTREAM CORP,anteromidstream.com,AM,USA,CO,Denver,16738,Very High,180806-23,Antero Midstream GP,,Yes,Yes,No,No,true
ANTERO RESOURCES CORP,anteroresources.com,AR,USA,CO,Denver,14179,Very High,10399-33,Antero Resources,www.anteroresources.com,Yes,Yes,No,No,true
ANTHERA PHARMACEUTCLS INC,anthera.com,ANTH,USA,TX,Houston,93300,Very High,42969-52,Anthera Pharmaceuticals,www.anthera.com,Yes,Yes,No,No,true
ANWORTH MTG ASSET CORP,,ANH,USA,CA,Santa Monica,85897,No Match,,,,,,,,true
ANYWHERE REAL ESTATE INC,anywhere.re,HOUS,USA,NJ,Madison,13622,Very High,10432-81,Anywhere Real Estate,www.anywhere.re,Yes,Yes,No,Yes,true
AON PLC,aon.com,AON,GBR,,Dublin,61735,Very High,10466-11,Aon,www.aon.com,Yes,Yes,Yes,Yes,true
APA CORP,apachecorp.com,APA,USA,TX,Houston,39490,Very High,41132-62,APA,www.apacorp.com,Yes,Yes,No,No,true
APARTMENT INCOME REIT CORP,aircommunities.com,AIRC,USA,CO,Denver,20191,Very High,41078-98,AIR Communities,www.aircommunities.com,Yes,Yes,Yes,No,true
APARTMENT INVST & MGMT CO,aimco.com,AIV,USA,CO,Denver,80711,Very High,363331-54,Apartment Investment and Management Company,aimco.com,Yes,Yes,No,No,true
APELLIS PHARMACEUTICALS,apellis.com,APLS,USA,MA,Waltham,17104,Very High,52771-51,Apellis Pharmaceuticals,www.apellis.com,Yes,Yes,No,No,true
API GROUP CORP,apigroupinc.com,APG,USA,MN,New Brighton,19317,Very High,123990-22,APi Group (Minnesota),www.apigroupinc.com,Yes,Yes,No,No,true
APOGEE ENTERPRISES INC,apog.com,APOG,USA,MN,Minneapolis,14526,Very High,25297-48,Apogee Enterprises,apog.com,Yes,Yes,No,No,true
APOLLO COMMERCIAL RE FIN INC,apolloreit.com,ARI,USA,NY,New York,93014,Very High,42320-89,Apollo Commercial Real Estate Finance,www.apollocref.com,Yes,Yes,No,Yes,true
APOLLO EDUCATION GROUP INC,apollo.edu,APOL,USA,AZ,Phoenix,81138,Very High,12441-43,Apollo Education Group,www.apollo.edu,Yes,Yes,No,No,true
APOLLO GLOBAL MGMT INC,apollo.com,APO,USA,NY,New York,12591,Very High,10020-16,Apollo Global Management,www.apollo.com,Yes,Yes,Yes,Yes,true
APOLLO MEDICAL HOLDING INC,apollomed.net,AMEH,USA,CA,Alhambra,17133,Very High,41969-26,Apollo Medical Holdings,www.apollomed.net,Yes,Yes,No,No,true
APPFOLIO INC,appfolioinc.com,APPF,USA,CA,Santa Barbara,15410,Very High,52988-77,AppFolio,www.appfolio.com,Yes,Yes,No,No,true
APPHARVEST INC,appharvest.com,APPH,USA,KY,Morehead,19480,Very High,225860-14,AppHarvest,www.appharvest.com,Yes,Yes,No,No,true
APPIAN CORP,appian.com,APPN,USA,VA,McLean,16698,Very High,54391-69,Appian,www.appian.com,Yes,Yes,No,No,true
APPLE HOSPITALITY REIT INC,applehospitalityreit.com,APLE,USA,VA,Richmond,15338,Very High,42276-34,Apple Hospitality REIT,www.applehospitalityreit.com,Yes,Yes,No,No,true
APPLE INC,apple.com,AAPL,USA,CA,Cupertino,14593,Very High,41082-40,Apple,www.apple.com,Yes,Yes,Yes,No,true
APPLIED GENETIC TECHNOLOGIES,agtc.com,AGTC,USA,FL,Alachua,14528,Very High,53524-27,Applied Genetic Technologies,www.agtc.com,Yes,Yes,No,No,true
APPLIED INDUSTRIAL TECH INC,applied.com,AIT,USA,OH,Cleveland,29612,Very High,41188-24,Applied Industrial Technologies,www.applied.com,Yes,Yes,No,No,true
APPLIED MATERIALS INC,appliedmaterials.com,AMAT,USA,CA,Santa Clara,14702,Very High,11416-15,Applied Materials,www.appliedmaterials.com,Yes,Yes,No,No,true
APPLIED MICRO CIRCUITS CORP,apm.com,AMCC,USA,CA,Santa Clara,85522,Very High,41284-36,Applied Micro Circuits,www.apm.com,Yes,Yes,No,No,true
APPLIED MOLEC TRAN INC,appliedmt.com,AMTI,USA,CA,South San Francisco,19462,Very High,110527-75,Applied Molecular Transport,www.appliedmt.com,Yes,No,No,No,true
APPLIED OPTOELECTRONICS INC,ao-inc.com,AAOI,USA,TX,Sugar Land,14145,Very High,55276-30,Applied Optoelectronics,www.ao-inc.com,Yes,Yes,No,No,true
APPLIED THERAPEUTICS INC,appliedtherapeutics.com,APLT,USA,NY,New York,18644,Very High,170394-85,Applied Therapeutics,www.appliedtherapeutics.com,Yes,No,No,No,true
APPLOVIN CORP,applovin.com,APP,USA,CA,Palo Alto,20894,Very High,60245-56,AppLovin,www.applovin.com,Yes,Yes,No,No,true
APPROACH RESOURCES INC,approachresources.com,AREX,USA,TX,Fort Worth,92429,Very High,13472-02,Approach Resources,www.approachresources.com,Yes,Yes,No,No,true
APPTIO INC,apptio.com,APTI,USA,WA,Bellevue,16282,Very High,12655-99,Apptio,www.apptio.com,Yes,Yes,No,No,true
APREA THERAPEUTICS INC,atrinpharma.com,APRE,USA,MA,Boston,18997,Very High,61139-80,Aprea Therapeutics,www.aprea.com,Yes,Yes,No,No,true
APRIA INC,apria.com,APR,USA,IN,Indianapolis,20568,Very High,12694-33,Apria,www.apria.com,Yes,Yes,No,No,true
APTARGROUP INC,aptar.com,ATR,USA,IL,Crystal Lake,79133,Very High,41086-27,AptarGroup,www.aptar.com,Yes,Yes,No,No,true
APTEVO THERAPEUTICS INC,aptevotherapeutics.com,APVO,USA,WA,Seattle,16146,Very High,163217-71,Aptevo Therapeutics,www.aptevotherapeutics.com,Yes,Yes,No,No,true
APTINYX INC,aptinyx.com,APTX,USA,IL,Evanston,17868,Very High,122804-65,Aptinyx,www.aptinyx.com,Yes,No,No,No,true
APTIV PLC,aptiv.com,DLPH,GBR,,Dublin,13103,High,52664-50,Aptiv,www.aptiv.com,Yes,Yes,Yes,No,true
APYX MEDICAL CORP,apyxmedical.com,APYX,USA,FL,Clearwater,89891,Very High,41206-24,Apyx Medical,www.apyxmedical.com,Yes,Yes,No,No,true
AQUA METALS INC,aquametals.com,AQMS,USA,NV,Reno,15493,Very High,99267-49,Aqua Metals,www.aquametals.com,Yes,Yes,No,No,true
AQUABOUNTY TECHNOLOGIES INC,aquabounty.com,AQB,USA,MA,Maynard,16541,Very High,54247-24,AquaBounty Technologies,aquabounty.com,Yes,Yes,No,No,true
AQUANTIA CORP,aquantia.com,AQ,USA,CA,San Jose,17046,Very High,13327-21,Aquantia,www.aquantia.com,Yes,No,No,No,true
AQUESTIVE THERAPETC INC,aquestive.com,AQST,USA,NJ,Warren,17955,Very High,10508-50,Aquestive Therapeutics,www.aquestive.com,Yes,Yes,No,No,true
ARAMARK,aramark.com,ARMK,USA,PA,Philadelphia,14329,Very High,10518-22,Aramark,www.aramark.com,Yes,Yes,No,No,true
ARATANA THERAPEUTICS,aratana.com,PETX,USA,KS,Leawood,13966,Very High,51462-10,Aratana Therapeutics,www.aratana.com,Yes,Yes,No,No,true
ARAVIVE INC,aravive.com,VSAR,USA,TX,Houston,14555,Very High,94987-27,Aravive,www.aravive.com,Yes,Yes,No,No,true
ARBOR REALTY TRUST INC,arbor.com,ABR,USA,NY,Uniondale,90102,Very High,25769-26,Arbor Realty Trust,www.arbor.com,Yes,Yes,No,Yes,true
ARBUTUS BIOPHARMA CORP,arbutusbio.com,ABUS,USA,PA,Warminster,12411,Very High,52298-65,Arbutus Biopharma,www.arbutusbio.com,Yes,Yes,No,No,true
ARC DOCUMENT SOLUTIONS INC,e-arc.com,ARC,USA,CA,San Ramon,90548,Very High,12084-13,ARC Document Solutions,www.e-arc.com,Yes,Yes,No,No,true
ARCBEST CORP,arcb.com,ARCB,USA,AR,Fort Smith,77595,Very High,41303-71,ArcBest,www.arcb.com,Yes,Yes,No,Yes,true
ARCELLX INC,arcellx.com,ACLX,USA,MD,Gaithersburg,22758,Very High,151213-33,Arcellx,www.arcellx.com,Yes,No,No,No,true
ARCH CAPITAL GROUP LTD,archgroup.com,ACGL,BMU,,Pembroke,82276,Very High,11832-40,Arch Capital Group,www.archcapgroup.com,Yes,Yes,Yes,Yes,true
ARCH RESOURCES INC,archrsc.com,ARCH,USA,MO,Saint Louis,16436,Very High,13339-00,Arch Resources,www.archrsc.com,Yes,Yes,No,No,true
